{-0.302805,-0.115543,-0.326334,0.504959,-0.285653,-0.303293,0.341777,0.675039,0.0984527}
{-0.228614,0.0110477,-0.387219,-0.796686,-0.363048,-0.467757,-0.181738,0.122654,-0.520218}
{-0.324534,0.0663167,0.424146,0.753197,0.614673,0.766106,-0.616016,0.286905,-0.0880764}
{0.820429,-0.278726,-0.103305,0.00192267,-0.014893,-0.167516,0.493423,0.176305,-0.271554}
{0.525437,-0.307535,0.0679647,-0.409558,0.254158,-0.076632,-0.364513,0.0423597,-0.147038}
{0.0388196,-0.352367,-0.154271,-0.229072,0.42436,-0.332621,-0.0877102,-0.193701,0.607501}
{0.536729,-0.337138,-0.659291,-0.63274,-0.639393,-0.112949,0.0738243,-0.656362,-0.00814846}
{-0.897702,0.257393,0.146611,0.0149541,-0.586291,-0.570147,-0.0340892,-0.769219,-0.127049}
{-0.349345,-0.319803,-0.35905,0.337931,-0.765435,-0.533586,-0.0679647,-0.167974,-0.0138249}
{-0.0907315,0.460189,0.403668,-0.0658284,0.610614,-0.264809,-0.514695,-0.43437,-0.701437}
{-0.594867,-0.246651,0.560778,0.437422,-0.259346,0.487014,0.0266732,0.336314,0.619312}
{0.427961,-0.767693,-0.240761,0.00991851,-0.860378,-0.157353,0.0340281,-0.0430311,-0.133274}
{0.652943,-0.338115,0.065218,-0.105655,-0.176885,-0.57326,-0.516465,-0.592517,-0.387585}
{0.00463879,0.389843,-0.149419,0.613483,0.0730003,-0.0248421,-0.213538,0.486709,-0.0798364}
{-0.0719321,0.256264,-0.805109,0.554643,-0.58092,-0.361705,-0.26249,0.314585,-0.414991}
{0.0077517,0.384869,-0.0229499,0.513382,-0.00402844,0.412671,-0.632527,0.726768,0.149876}
{-0.663594,-0.531022,-0.832881,-0.208869,-0.354289,0.0318308,-0.319681,-0.624195,0.038728}
{-0.317301,0.000335693,0.353649,0.156407,0.534135,0.233711,-0.472671,-0.183111,0.293832}
{-0.156072,-0.0880459,-0.249855,-0.125828,0.135807,0.0944548,-0.168065,0.501511,-0.760277}
{0.0928678,-0.181524,-0.674673,-0.403607,-0.284249,-0.419263,-0.471847,-0.059328,0.421674}
{-0.161168,-0.0656148,0.78637,0.678304,0.396283,0.119907,-0.589648,0.822077,-0.125492}
{0.021485,0.337291,0.417402,-0.0527055,0.0460524,0.323588,0.116153,0.0748619,-0.319773}
{-0.158055,0.0169378,-0.261452,-0.400555,0.0658895,0.524583,0.175085,0.277718,0.353862}
