{-0.509781,0.245918,-0.269631,-0.649861,0.250252,0.107608,-0.631825,0.22306,-0.0134891}
{-0.155522,-0.31727,0.384686,0.105686,0.0852992,0.0511185,-0.302133,0.59209,-0.34257}
{0.639058,0.122715,0.304544,-0.74102,-0.552385,0.138188,-0.226814,-0.369518,-0.139622}
{0.664235,0.496536,-0.773217,-0.310038,-0.516343,-0.261849,0.38905,-0.274911,-0.836116}
{-0.176336,0.0163884,-0.22248,-0.521073,-0.0624104,-0.26194,0.228675,0.331126,-0.579882}
{0.585131,-0.923215,0.173132,0.564226,0.162358,0.483749,-0.0701621,-0.0877712,-0.679891}
{-0.17835,0.420148,0.0530107,0.326334,0.220161,0.278878,-0.0814844,0.538194,0.613025}
{-0.621448,0.581011,0.574114,0.285012,-0.248451,-0.450331,-0.0143437,-0.0810572,0.0116276}
{0.567644,0.429487,0.142521,0.27604,-0.0913419,0.338847,0.574908,-0.412732,0.174291}
{0.0959502,0.374065,-0.164892,-0.409497,-0.296518,0.283303,0.178167,-0.195318,-0.0433058}
{0.178289,-0.0338145,-0.817499,0.115116,0.113895,0.161626,-0.395245,0.0745567,-0.129002}
{-0.738517,-0.235817,0.0389416,0.00354014,-0.280404,-0.0375073,-0.307871,0.385174,-0.132115}
{0.407147,-0.130131,0.256325,0.338847,0.00817901,-0.26838,-0.229072,-0.0130925,0.675253}
{-0.567522,0.0435194,-0.689352,0.114261,0.295022,-0.3043,0.374737,0.124454,0.481124}
{-0.096469,-0.768792,0.395306,0.163854,-0.0560015,-0.15775,-0.196905,0.199591,0.242103}
{0.501266,0.208197,-0.700522,-0.0824,-0.24485,-0.248482,-0.298349,-0.168035,-0.173833}
