{-0.245312,0.697222,0,-0.345313,0.497222,0,-0.145312,0.497222,0}
{-0.034375,0.105556,0,-0.134375,-0.0944444,0,0.065625,-0.0944444,0}
{0.715625,0.508333,0,0.615625,0.308333,0,0.815625,0.308333,0}
{0.373437,0.905556,0,0.273438,0.705556,0,0.473437,0.705556,0}
{0.367188,0.35,0,0.367188,0.55,0,0.167188,0.55,0}
{0.167188,0.55,0,0.167188,0.35,0,0.367188,0.35,0}
{0.11875,0.336111,0,0.11875,0.536111,0,-0.08125,0.536111,0}
{-0.08125,0.536111,0,-0.08125,0.336111,0,0.11875,0.336111,0}
{-0.109375,0.155556,0,-0.109375,0.355556,0,-0.309375,0.355556,0}
{-0.309375,0.355556,0,-0.309375,0.155556,0,-0.109375,0.155556,0}
